longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_household,population_per_household,bedrooms_per_room,household_density,room_density,distance_to_LA,distance_to_SF,distance_to_SD,coastal_proximity,income_per_person,income_squared,income_log,age_squared,age_log,income_age_interaction,income_rooms_interaction,~income_bin,~age_bin,~pop_density_bin,~ocean_proximity_INLAND,~ocean_proximity_ISLAND,~ocean_proximity_NEAR BAY,~ocean_proximity_NEAR OCEAN,median_house_value
-118,33.85,34,1078,205,575,206,4.5083,5.233009709,0.995145631,2.791262136,0.190166976,0.35826087,1.874782609,0.316661539,5.910662938,1.410811717,118,1.615147478,20.32476889,1.706256046,1156,3.555348061,153.2822,23.59197767,1,2,0,0,0,0,0,188000
-118.01,33.86,29,2307,452,1218,402,3.4306,5.73880597,1.124378109,3.029850746,0.195925444,0.330049261,1.89408867,0.302583096,5.89654563,1.42479953,118.01,1.132266995,11.76901636,1.488535015,841,3.401197382,99.4874,19.68754776,1,2,0,0,0,0,0,194200
-118.01,33.84,28,4097,838,2112,803,4.5,5.102117061,1.04358655,2.630136986,0.204539907,0.380208333,1.939867424,0.315665218,5.909843176,1.408787315,118.01,1.7109375,20.25,1.704748092,784,3.36729583,126,22.95952677,1,2,0,0,0,0,0,202100
-118.01,33.84,35,4166,713,2354,709,5.1775,5.875881523,1.005641749,3.320169252,0.171147384,0.301189465,1.769753611,0.315665218,5.909843176,1.408787315,118.01,1.559408454,26.80650625,1.820913659,1225,3.583518938,181.2125,30.42237659,1,2,0,0,0,0,0,213400
-118.02,33.84,35,3473,563,2091,580,4.4821,5.987931034,0.970689655,3.605172414,0.162107688,0.277379244,1.660927786,0.308335094,5.90238582,1.414835573,118.02,1.243241511,20.08922041,1.701488239,1225,3.583518938,156.8735,26.83850569,1,2,0,0,0,0,0,214100
-118.03,33.84,30,4781,831,2568,797,5.4746,5.998745295,1.042659975,3.222082811,0.17381301,0.310358255,1.861760125,0.301158646,5.894935994,1.420928464,118.03,1.699087305,29.97124516,1.86788683,900,3.433987204,164.238,32.84073099,1,2,0,0,0,0,0,226400
-117.99,33.86,36,1138,228,725,219,3.4167,5.196347032,1.04109589,3.310502283,0.200351494,0.302068966,1.569655172,0.318283726,5.911516419,1.41297477,117.99,1.032079034,11.67383889,1.485392811,1296,3.610917913,123.0012,17.7543589,1,2,0,0,0,0,0,187200
-117.99,33.85,34,1948,306,957,304,4.9777,6.407894737,1.006578947,3.148026316,0.157084189,0.317659352,2.035527691,0.324420298,5.918143659,1.404888501,117.99,1.581212957,24.77749729,1.788035879,1156,3.555348061,169.2418,31.89657763,1,2,0,0,0,0,0,212600
-118,33.85,33,2053,418,1154,405,4.0455,5.069135802,1.032098765,2.849382716,0.203604481,0.350953206,1.779029463,0.316661539,5.910662938,1.410811717,118,1.419781196,16.36607025,1.618496757,1089,3.526360525,133.5015,20.50718889,1,2,0,0,0,0,0,197200
-118,33.86,32,1162,196,563,178,3.875,6.528089888,1.101123596,3.162921348,0.168674699,0.31616341,2.063943162,0.3103716,5.904027301,1.418864229,118,1.225133215,15.015625,1.584120104,1024,3.496507561,124,25.29634831,1,2,0,0,0,0,0,203000
-117.99,33.85,35,1661,272,949,276,5.2548,6.018115942,0.985507246,3.438405797,0.163756773,0.290832455,1.750263435,0.324420298,5.918143659,1.404888501,117.99,1.528266386,27.61292304,1.833349169,1225,3.583518938,183.918,31.62399565,1,2,0,0,0,0,0,192600
-117.99,33.84,34,2079,343,1379,352,5.103,5.90625,0.974431818,3.917613636,0.164983165,0.255257433,1.507614213,0.330745416,5.924780365,1.396827011,117.99,1.30257868,26.040609,1.808780454,1156,3.555348061,173.502,30.13959375,1,2,0,0,0,0,0,207000
-118,33.84,30,1549,325,885,299,4.0039,5.180602007,1.086956522,2.959866221,0.209812782,0.337853107,1.750282486,0.323138562,5.917308034,1.402784267,118,1.352730056,16.03121521,1.610217608,900,3.433987204,120.117,20.74261237,1,2,0,0,0,0,0,195100
-118,33.84,29,2641,637,2413,619,2.8169,4.266558966,1.02907916,3.89822294,0.241196516,0.256527145,1.094488189,0.323138562,5.917308034,1.402784267,118,0.722611314,7.93492561,1.339438575,841,3.401197382,81.6901,12.01846995,0,2,0,0,0,0,0,165100
-117.99,33.86,20,3540,906,2898,876,3.0252,4.04109589,1.034246575,3.308219178,0.255932203,0.302277433,1.221532091,0.318283726,5.911516419,1.41297477,117.99,0.914449689,9.15183504,1.392574599,400,3.044522438,60.504,12.22512329,0,1,0,0,0,0,0,178000
-118,33.88,28,1624,289,755,280,4.7083,5.8,1.032142857,2.696428571,0.177955665,0.370860927,2.150993377,0.29839995,5.890784529,1.435042752,118,1.746124503,22.16808889,1.741921256,784,3.36729583,131.8324,27.30814,1,2,0,0,0,0,0,268100
-118.01,33.88,19,1434,391,1088,341,3.369,4.205278592,1.146627566,3.190615836,0.272663877,0.313419118,1.318014706,0.290290424,5.883286018,1.440911413,118.01,1.055909007,11.350161,1.47453415,361,2.995732274,64.011,14.16758358,0,1,0,0,0,0,0,269600
-117.99,33.88,15,2298,567,1261,527,4.2422,4.360531309,1.075901328,2.392789374,0.246736292,0.417922284,1.822363204,0.306621151,5.898290462,1.429219962,117.99,1.772909913,17.99626084,1.656741258,225,2.772588722,63.633,18.49824592,1,1,0,0,0,0,0,159400
-117.99,33.88,42,1461,302,986,314,3.9559,4.652866242,0.961783439,3.140127389,0.206707734,0.318458418,1.481744422,0.306621151,5.898290462,1.429219962,117.99,1.259789655,15.64914481,1.600578786,1764,3.761200116,166.1478,18.40627357,1,3,0,0,0,0,0,161100
-118,33.88,18,2628,720,2276,649,2.735,4.049306626,1.109399076,3.506933744,0.273972603,0.285149385,1.154657293,0.29839995,5.890784529,1.435042752,118,0.779883568,7.480225,1.317747819,324,2.944438979,49.23,11.07485362,0,1,0,0,0,0,0,170800
-117.99,33.87,16,1689,499,1260,453,3.1205,3.728476821,1.101545254,2.781456954,0.295441089,0.35952381,1.34047619,0.31234681,5.904898676,1.421085395,117.99,1.121894048,9.73752025,1.415974515,256,2.833213344,49.928,11.63471192,0,1,0,0,0,0,0,174000
-118,33.87,13,2086,544,1356,462,2.95,4.515151515,1.177489177,2.935064935,0.260786194,0.340707965,1.538348083,0.304280348,5.897401154,1.426941379,118,1.005088496,8.7025,1.373715579,169,2.63905733,38.35,13.31969697,0,0,0,0,0,0,0,165600
-117.99,33.87,17,2334,537,1662,535,3.0147,4.362616822,1.003738318,3.106542056,0.230077121,0.321901324,1.40433213,0.31234681,5.904898676,1.421085395,117.99,0.970435921,9.08841609,1.389962625,289,2.890371758,51.2499,13.15198093,0,1,0,0,0,0,0,217000
-117.99,33.87,34,1239,307,869,291,3.59,4.257731959,1.054982818,2.986254296,0.247780468,0.334867664,1.425776755,0.31234681,5.904898676,1.421085395,117.99,1.202174914,12.8881,1.523880024,1156,3.555348061,122.06,15.28525773,1,2,0,0,0,0,0,161900
-117.99,33.86,20,2303,612,1607,564,2.9,4.083333333,1.085106383,2.84929078,0.265740339,0.35096453,1.433105165,0.318283726,5.911516419,1.41297477,117.99,1.017797138,8.41,1.360976553,400,3.044522438,58,11.84166667,0,1,0,0,0,0,0,176100
-117.99,33.88,25,3401,509,1503,498,6.6704,6.829317269,1.022088353,3.018072289,0.149661864,0.331337325,2.262807718,0.306621151,5.898290462,1.429219962,117.99,2.210152495,44.49423616,2.037368765,625,3.258096538,166.76,45.55427791,2,1,0,0,0,0,0,240600
-117.99,33.89,21,5195,1020,2539,988,4.5033,5.258097166,1.032388664,2.569838057,0.196342637,0.389129579,2.046081134,0.301118797,5.891691809,1.437378064,117.99,1.752367231,20.27971089,1.705347912,441,3.091042453,94.5693,23.67878897,1,1,0,0,0,0,0,160500
-117.97,33.89,17,1851,344,764,339,5.1315,5.460176991,1.014749263,2.253687316,0.185845489,0.443717277,2.422774869,0.318151741,5.906742619,1.425938182,117.97,2.276935209,26.33229225,1.813439418,289,2.890371758,87.2355,28.01889823,1,1,0,0,0,0,0,181800
-117.97,33.89,17,1740,445,1158,412,2.8649,4.223300971,1.080097087,2.810679612,0.255747126,0.355785838,1.502590674,0.318151741,5.906742619,1.425938182,117.97,1.019290846,8.20765201,1.351935808,289,2.890371758,48.7033,12.09933495,0,1,0,0,0,0,0,137500
-117.97,33.88,9,1344,279,530,265,5.0731,5.071698113,1.052830189,2,0.207589286,0.5,2.535849057,0.323364392,5.913324477,1.417714252,117.97,2.53655,25.73634361,1.803869183,81,2.302585093,45.6579,25.7292317,1,0,0,0,0,0,0,185100
-117.97,33.88,11,1454,247,635,236,6.2427,6.161016949,1.046610169,2.690677966,0.169876204,0.371653543,2.28976378,0.323364392,5.913324477,1.417714252,117.97,2.320121575,38.97130329,1.979994065,121,2.48490665,68.6697,38.46138051,1,0,0,0,0,0,0,218500
-117.97,33.88,16,2003,300,1172,318,6.0394,6.298742138,0.943396226,3.685534591,0.149775337,0.271331058,1.709044369,0.323364392,5.913324477,1.417714252,117.97,1.638676792,36.47435236,1.951522939,256,2.833213344,96.6304,38.04062327,1,1,0,0,0,0,0,321600
-120.83,39.02,15,1117,242,551,229,2.6319,4.877729258,1.056768559,2.406113537,0.216651746,0.415607985,2.02722323,5.600712859,2.019026094,7.29417752,120.83,1.093838657,6.92689761,1.289755927,225,2.772588722,39.4785,12.83769563,0,1,0,1,0,0,0,97700
-121.08,38.9,27,3436,755,1568,709,2.4273,4.846262341,1.064880113,2.211565585,0.219732247,0.452168367,2.191326531,5.616561451,1.749240512,7.321430441,121.08,1.097548278,5.89178529,1.231772779,729,3.33220451,65.5371,11.76333258,0,2,0,1,0,0,0,138400
-121.08,38.89,41,3471,753,1680,710,2.6701,4.888732394,1.06056338,2.366197183,0.216940363,0.422619048,2.066071429,5.607932465,1.742825399,7.312985553,121.08,1.128435119,7.12943401,1.30021891,1681,3.737669618,109.4741,13.05340437,0,3,0,1,0,0,0,139000
-121.07,38.9,52,1280,281,523,266,1.7375,4.812030075,1.056390977,1.966165414,0.21953125,0.508604207,2.447418738,5.611518202,1.756909323,7.316082674,121.07,0.883699809,3.01890625,1.007045095,2704,3.970291914,90.35,8.360902256,0,3,0,1,0,0,0,122200
-121.15,38.89,20,2024,313,879,309,5.2903,6.550161812,1.012944984,2.844660194,0.154644269,0.351535836,2.30261661,5.643659144,1.689622553,7.350734909,121.15,1.859730034,27.98727409,1.839008764,400,3.044522438,105.806,34.65232104,1,1,0,1,0,0,0,239400
-121.12,38.86,17,3949,717,1683,686,3.3802,5.756559767,1.045189504,2.45335277,0.181564953,0.407605466,2.346405229,5.602503238,1.692891718,7.309262049,121.12,1.377787998,11.42575204,1.477094385,289,2.890371758,57.4634,19.45832332,0,1,0,1,0,0,0,216500
-121.15,38.91,23,1654,299,787,299,4.2723,5.531772575,1,2.632107023,0.180773881,0.379923761,2.101651842,5.660812709,1.702888244,7.367542039,121.15,1.623148285,18.25254729,1.6624667,529,3.17805383,98.2629,23.63339197,1,1,0,1,0,0,0,193100
-121.08,38.85,10,2509,422,1037,389,6,6.449871465,1.084832905,2.665809769,0.1681945,0.37512054,2.419479267,5.573462347,1.717507604,7.279245407,121.08,2.25072324,36,1.945910149,100,2.397895273,60,38.69922879,1,0,0,1,0,0,0,220100
-121.16,38.74,17,3353,463,1417,447,5.1721,7.501118568,1.035794183,3.170022371,0.138085297,0.315455187,2.366266761,5.52089436,1.586665173,7.230725531,121.16,1.631565773,26.75061841,1.820039137,289,2.890371758,87.9257,38.79653535,1,1,0,1,0,0,0,237100
-121.14,38.84,22,2750,433,1161,428,4.2143,6.425233645,1.011682243,2.712616822,0.157454545,0.368647717,2.368647717,5.595675342,1.664722911,7.30333456,121.14,1.553592076,17.76032449,1.651404851,484,3.135494216,92.7146,27.07786215,1,1,0,1,0,0,0,236500
-121.14,38.82,22,1816,278,832,278,5.07,6.532374101,1,2.992805755,0.1530837,0.334134615,2.182692308,5.578572446,1.651998296,7.286571464,121.14,1.6940625,25.7049,1.803358605,484,3.135494216,111.54,33.11913669,1,1,0,1,0,0,0,233000
-121.15,38.8,20,2104,370,745,314,4.1685,6.700636943,1.178343949,2.372611465,0.175855513,0.42147651,2.824161074,5.566703201,1.631626909,7.275302722,121.15,1.756924832,17.37639225,1.642582511,400,3.044522438,83.37,27.9316051,1,1,0,1,0,0,0,217500
-121.18,38.78,13,3480,528,1432,532,6.1642,6.541353383,0.992481203,2.691729323,0.151724138,0.37150838,2.430167598,5.56542456,1.59572503,7.275114549,121.18,2.290051955,37.99736164,1.969096401,169,2.63905733,80.1346,40.32221053,1,0,0,1,0,0,0,277800
-121.18,38.8,18,2541,414,1276,405,5.1857,6.274074074,1.022222222,3.150617284,0.162927981,0.317398119,1.99137931,5.582424431,1.608397454,7.291794272,121.18,1.645931426,26.89148449,1.822240176,324,2.944438979,93.3426,32.53546593,1,1,0,1,0,0,0,220100
-121.21,38.76,16,1608,296,792,286,3.1583,5.622377622,1.034965035,2.769230769,0.184079602,0.361111111,2.03030303,5.564379258,1.559830238,7.275105065,121.21,1.140497222,9.97485889,1.425106337,256,2.833213344,50.5328,17.75715524,0,1,0,1,0,0,0,239200
-121.21,38.75,11,4552,639,2006,623,4.3962,7.306581059,1.025682183,3.219903692,0.140377856,0.310568295,2.269192423,5.555921213,1.553534155,7.266799,121.21,1.365320339,19.32657444,1.685695002,121,2.48490665,48.3582,32.12119165,1,0,0,1,0,0,0,264400
-121.18,38.73,16,1584,264,613,226,6.0302,7.008849558,1.168141593,2.712389381,0.166666667,0.36867863,2.584013051,5.523012813,1.564713511,7.233488902,121.18,2.223205873,36.36331204,1.950215155,256,2.833213344,96.4832,42.2647646,1,1,0,1,0,0,0,273100
-121.18,38.75,16,2807,459,1201,429,4.7941,6.543123543,1.06993007,2.7995338,0.163519772,0.357202331,2.337218984,5.539962322,1.577001068,7.250126461,121.18,1.712463697,22.98339481,1.756840158,256,2.833213344,76.7056,31.36838858,1,1,0,1,0,0,0,247600
-121.24,38.72,12,3605,576,1556,549,4.9,6.566484517,1.049180328,2.83424408,0.159778086,0.352827763,2.316838046,5.546726109,1.511356467,7.258721905,121.24,1.728856041,24.01,1.774952351,144,2.564949357,58.8,32.17577413,1,0,0,1,0,0,0,203700
-121.26,38.73,14,3323,499,1527,540,5.3451,6.153703704,0.924074074,2.827777778,0.150165513,0.353634578,2.17616241,5.565957108,1.50213993,7.278240563,121.26,1.890212181,28.57009401,1.847682861,196,2.708050201,74.8314,32.89216167,1,1,0,1,0,0,0,172100
-121.28,38.73,6,4223,672,1747,631,5.419,6.692551506,1.064976228,2.768621236,0.159128582,0.361190612,2.417286777,5.576820826,1.48675767,7.289522735,121.28,1.957291929,29.365561,1.859262342,36,1.945910149,32.514,36.26693661,1,0,0,1,0,0,0,267400
-121.27,38.72,6,4664,644,2105,663,6.0804,7.034690799,0.971342383,3.174962293,0.138078902,0.314964371,2.21567696,5.562989172,1.488063967,7.275622152,121.27,1.915109359,36.97126416,1.957330403,36,1.945910149,36.4824,42.77373394,1,0,0,1,0,0,0,198700
-121.27,38.75,21,4812,1117,1985,1045,2.5083,4.604784689,1.068899522,1.899521531,0.232128013,0.526448363,2.42418136,5.588185442,1.507295714,7.300399695,121.27,1.320490428,6.29156889,1.25513159,441,3.091042453,52.6743,11.55018144,0,1,0,1,0,0,0,128500
-121.28,38.74,33,4384,778,1775,789,4.05,5.556400507,0.986058302,2.249683143,0.177463504,0.444507042,2.469859155,5.585211413,1.493201383,7.297775531,121.28,1.800253521,16.4025,1.619388243,1089,3.526360525,133.65,22.50342205,1,2,0,1,0,0,0,134700
-121.3,38.73,9,5558,1099,2717,1043,3.6455,5.32885906,1.053691275,2.604985618,0.197732997,0.383879279,2.045638572,5.587735009,1.471486449,7.30084226,121.3,1.39943191,13.28967025,1.535899009,81,2.302585093,32.8095,19.4263557,1,0,0,1,0,0,0,139200
-121.36,38.73,21,2253,416,1050,411,3.141,5.481751825,1.01216545,2.554744526,0.184642699,0.391428571,2.145714286,5.620777396,1.426374555,7.335023224,121.36,1.229477143,9.865881,1.420937305,441,3.091042453,65.961,17.21818248,0,1,0,1,0,0,0,220100
-121.32,38.74,14,1449,228,670,232,4.3897,6.245689655,0.982758621,2.887931034,0.157349896,0.346268657,2.162686567,5.607057208,1.462907506,7.320426197,121.32,1.520015522,19.26946609,1.684489725,196,2.708050201,61.4558,27.41670388,1,1,0,1,0,0,0,186300
-121.31,38.75,7,4185,750,2147,706,4.0519,5.92776204,1.062322946,3.041076487,0.17921147,0.328830927,1.949231486,5.609948354,1.477020098,7.322987621,121.31,1.332390033,16.41789361,1.61976441,49,2.079441542,28.3633,24.01869901,1,0,0,1,0,0,0,129200
-121.3,38.75,36,3903,885,2313,804,2.655,4.854477612,1.100746269,2.876865672,0.226748655,0.347600519,1.687418936,5.604488784,1.484545846,7.317326677,121.3,0.922879377,7.049025,1.296096093,1296,3.610917913,95.58,12.88863806,0,2,0,1,0,0,0,86300
-121.28,38.75,52,493,89,189,94,2.108,5.244680851,0.946808511,2.010638298,0.180527383,0.497354497,2.608465608,5.593607291,1.49968409,7.306032692,121.28,1.04842328,4.443664,1.133979433,2704,3.970291914,109.616,11.05578723,0,3,0,1,0,0,0,83800
-121.3,38.74,41,4374,1039,2387,959,2.3611,4.561001043,1.083420229,2.489051095,0.237540009,0.401759531,1.832425639,5.596109231,1.477996742,7.309082275,121.3,0.948594428,5.57479321,1.212268301,1681,3.737669618,96.8051,10.76897956,0,3,0,1,0,0,0,87900
-121.28,38.76,47,2901,631,1276,578,2.1366,5.019031142,1.091695502,2.207612457,0.217511203,0.452978056,2.273510972,5.602008437,1.506205288,7.314294204,121.28,0.967832915,4.56505956,1.143139411,2209,3.871201011,100.4202,10.72366194,0,3,0,1,0,0,0,101900
-121.27,38.75,43,1292,307,647,249,2.7188,5.18875502,1.232931727,2.598393574,0.237616099,0.384853168,1.99690881,5.588185442,1.507295714,7.300399695,121.27,1.046338794,7.39187344,1.313401036,1849,3.784189634,116.9084,14.10718715,0,3,0,1,0,0,0,85300
-121.29,38.76,12,1198,174,443,170,6.0097,7.047058824,1.023529412,2.605882353,0.14524207,0.383747178,2.704288939,5.607434755,1.498654854,7.31993017,121.29,2.306205418,36.11649409,1.947294904,144,2.564949357,72.1164,42.35070941,1,0,0,1,0,0,0,187500
-121.28,38.77,6,3819,550,1738,587,5.8718,6.505962521,0.936967632,2.960817717,0.144016758,0.337744534,2.19735328,5.610414827,1.512764479,7.322560051,121.28,1.983168354,34.47803524,1.927426081,36,1.945910149,35.2308,38.20171073,1,0,0,1,0,0,0,201400
-121.24,38.78,11,1851,352,1049,369,3.5288,5.016260163,0.953929539,2.842818428,0.190167477,0.351763584,1.764537655,5.597312438,1.549583934,7.308430728,121.24,1.241303337,12.45242944,1.510457004,121,2.48490665,38.8168,17.70137886,1,0,0,1,0,0,0,141100
-121.24,38.78,18,549,143,249,136,0.8691,4.036764706,1.051470588,1.830882353,0.260473588,0.546184739,2.204819277,5.597312438,1.549583934,7.308430728,121.24,0.474689157,0.75533481,0.625457032,324,2.944438979,15.6438,3.508352206,0,1,0,1,0,0,0,136500
-121.23,38.78,13,3813,871,1513,783,2.0807,4.869731801,1.11238825,1.932311622,0.228429058,0.517514871,2.520158625,5.591965713,1.557208518,7.302854353,121.23,1.076793192,4.32931249,1.125156844,169,2.63905733,27.0491,10.13245096,0,0,0,1,0,0,0,142600
-121.25,38.8,14,5094,729,1974,705,5.5205,7.225531915,1.034042553,2.8,0.143109541,0.357142857,2.580547112,5.619559105,1.555096901,7.330607731,121.25,1.971607143,30.47592025,1.87495106,196,2.708050201,77.287,39.88854894,1,1,0,1,0,0,0,188700
-121.24,38.79,15,2615,485,1063,428,3.7904,6.109813084,1.13317757,2.48364486,0.185468451,0.402634055,2.460018815,5.605761548,1.556088805,7.316730534,121.24,1.52614412,14.36713216,1.566613915,225,2.772588722,56.856,23.15863551,1,1,0,1,0,0,0,173200
-121.24,38.79,23,1419,261,706,269,3.1875,5.275092937,0.970260223,2.624535316,0.183932347,0.38101983,2.009915014,5.605761548,1.556088805,7.316730534,121.24,1.214500708,10.16015625,1.432103897,529,3.17805383,73.3125,16.81435874,0,1,0,1,0,0,0,110200
-121.23,38.79,45,907,176,463,190,2.2292,4.773684211,0.926315789,2.436842105,0.194046307,0.410367171,1.958963283,5.600422888,1.563681672,7.311160489,121.23,0.914790497,4.96933264,1.172234429,2025,3.828641396,100.314,10.64149684,0,3,0,1,0,0,0,92000
-121.22,38.8,11,2521,521,1390,477,3.5265,5.285115304,1.092243187,2.914046122,0.206664022,0.343165468,1.813669065,5.603567304,1.577780203,7.313916577,121.22,1.210173022,12.43620225,1.509949014,121,2.48490665,38.7915,18.63795912,1,0,0,1,0,0,0,124800
-121.19,38.87,20,3118,500,1405,519,6,6.007707129,0.963391137,2.707129094,0.160359205,0.369395018,2.219217082,5.647289662,1.646410754,7.355776213,121.19,2.216370107,36,1.945910149,400,3.044522438,120,36.04624277,1,1,0,1,0,0,0,209400
-121.21,38.83,21,3691,640,1758,603,3.5607,6.12106136,1.061359867,2.915422886,0.173394744,0.343003413,2.099544937,5.623727281,1.604956189,7.333365919,121.21,1.221332253,12.67858449,1.517476121,441,3.091042453,74.7747,21.79526318,1,1,0,1,0,0,0,151900
-121.19,38.85,8,4114,710,2268,716,4.4085,5.745810056,0.991620112,3.167597765,0.172581429,0.315696649,1.813932981,5.630236987,1.63317616,7.339051144,121.19,1.391748677,19.43487225,1.68797179,64,2.197224577,35.268,25.33040363,1,0,0,1,0,0,0,139400
-121.18,38.83,15,4488,859,2114,805,2.9484,5.57515528,1.067080745,2.626086957,0.191399287,0.380794702,2.122989593,5.607961352,1.627681901,7.316845065,121.18,1.122735099,8.69306256,1.373310434,225,2.772588722,44.226,16.43778783,0,1,0,1,0,0,0,124400
-121.39,38.85,19,3568,646,1714,590,4.0862,6.047457627,1.094915254,2.905084746,0.181053812,0.344224037,2.08168028,5.737428739,1.488457043,7.450720214,121.39,1.406568261,16.69703044,1.62653099,361,2.995732274,77.6378,24.71112136,1,1,0,1,0,0,0,162700
-121.3,39,16,3155,541,1630,540,4.0282,5.842592593,1.001851852,3.018518519,0.171473851,0.331288344,1.935582822,5.815642229,1.659495818,7.524820244,121.3,1.334495706,16.22639524,1.615062067,256,2.833213344,64.4512,23.53513148,1,1,0,1,0,0,0,126400
-121.31,38.97,16,1210,228,726,222,2.7083,5.45045045,1.027027027,3.27027027,0.188429752,0.305785124,1.666666667,5.795425138,1.63065397,7.505307435,121.31,0.828157851,7.33488889,1.310573551,256,2.833213344,43.3328,14.76145495,0,1,0,1,0,0,0,82100
-121.22,38.92,19,2531,461,1206,429,4.4958,5.8997669,1.074592075,2.811188811,0.182141446,0.355721393,2.0986733,5.705597123,1.658256425,7.414041253,121.22,1.599252239,20.21221764,1.703984164,361,2.995732274,85.4202,26.52417203,1,1,0,1,0,0,0,192600
-121.27,38.87,16,2094,358,1092,357,4.4769,5.865546218,1.00280112,3.058823529,0.170964661,0.326923077,1.917582418,5.689436574,1.587565548,7.399896465,121.27,1.463601923,20.04263361,1.700539247,256,2.833213344,71.6304,26.25946387,1,1,0,1,0,0,0,191400
-121.29,38.9,45,2019,394,1104,407,3.1691,4.960687961,0.968058968,2.712530713,0.195146112,0.36865942,1.828804348,5.725478891,1.594175138,7.43595197,121.29,1.168318569,10.04319481,1.427700185,2025,3.828641396,142.6095,15.72091622,0,3,0,1,0,0,0,108700
-121.28,38.9,31,1297,259,765,240,2.7656,5.404166667,1.079166667,3.1875,0.199691596,0.31372549,1.695424837,5.720164554,1.601275232,7.430404007,121.28,0.867639216,7.64854336,1.325907211,961,3.465735903,85.7336,14.94576333,0,2,0,1,0,0,0,93600
-121.3,38.89,23,1750,297,1012,315,3.4706,5.555555556,0.942857143,3.212698413,0.169714286,0.311264822,1.729249012,5.72234904,1.580033028,7.433200771,121.3,1.080275692,12.04506436,1.497522628,529,3.17805383,79.8238,19.28111111,1,1,0,1,0,0,0,99300
-121.3,38.89,45,1529,317,793,281,2.9866,5.441281139,1.128113879,2.822064057,0.207325049,0.354350567,1.928121059,5.72234904,1.580033028,7.433200771,121.3,1.058303405,8.91977956,1.382938737,2025,3.828641396,134.397,16.25093025,0,3,0,1,0,0,0,91300
-121.14,38.92,16,2069,312,889,299,4.6771,6.919732441,1.043478261,2.973244147,0.150797487,0.336332958,2.327334083,5.6642767,1.717008553,7.370548399,121.14,1.57306288,21.87526441,1.736440539,256,2.833213344,74.8336,32.3642806,1,1,0,1,0,0,0,212000
-121.1,38.92,21,4064,871,1847,859,3.0321,4.731082654,1.013969732,2.150174622,0.214320866,0.465078506,2.200324851,5.643928289,1.747017564,7.349032025,121.1,1.410164537,9.19363041,1.394287332,441,3.091042453,63.6741,14.34511572,0,1,0,1,0,0,0,135500
-121.11,38.91,24,2558,423,1149,403,4.0679,6.347394541,1.049627792,2.851116625,0.165363565,0.350739774,2.226283725,5.640380885,1.732910953,7.345962408,121.11,1.426774326,16.54781041,1.622926531,576,3.218875825,97.6296,25.82056625,1,1,0,1,0,0,0,190500
-121.07,38.92,15,5301,884,2335,831,4.515,6.379061372,1.06377858,2.809867629,0.166760988,0.355888651,2.270235546,5.628805249,1.769783707,7.332996502,121.07,1.606837259,20.385225,1.707471653,225,2.772588722,67.725,28.80146209,1,1,0,1,0,0,0,164000
-121.05,38.92,34,2144,372,899,378,3.3021,5.671957672,0.984126984,2.378306878,0.173507463,0.420467186,2.38487208,5.618789597,1.785079934,7.322354929,121.05,1.388424694,10.90386441,1.459103276,1156,3.555348061,112.2714,18.72937143,0,2,0,1,0,0,0,158800
-121.15,39,15,4145,691,1872,680,4.3553,6.095588235,1.016176471,2.752941176,0.166706876,0.363247863,2.214209402,5.73823183,1.764155994,7.443369513,121.15,1.582053419,18.96863809,1.678086725,225,2.772588722,65.3295,26.54811544,1,1,0,1,0,0,0,220600
-121.19,38.95,16,2544,431,1199,412,4.5129,6.174757282,1.046116505,2.910194175,0.169418239,0.343619683,2.12176814,5.715691431,1.700671741,7.42283852,121.19,1.550721268,20.36626641,1.7070908,256,2.833213344,72.2064,27.86606214,1,1,0,1,0,0,0,196300
-121.11,38.95,14,3888,890,1830,844,1.8238,4.606635071,1.05450237,2.168246445,0.228909465,0.461202186,2.124590164,5.674867446,1.759371584,7.379722739,121.11,0.841140546,3.32624644,1.038083496,196,2.708050201,25.5332,8.401581043,0,1,0,1,0,0,0,158600
-121.1,38.95,17,1475,403,943,363,2.1287,4.063360882,1.110192837,2.597796143,0.273220339,0.384941676,1.564156946,5.669823148,1.766826638,7.374376563,121.1,0.819425345,4.53136369,1.140617583,289,2.890371758,36.1879,8.649676309,0,1,0,1,0,0,0,55300
-121.06,38.98,14,2267,355,1140,369,4.7019,6.143631436,0.962059621,3.089430894,0.156594618,0.323684211,1.988596491,5.675804659,1.81665472,7.37854157,121.06,1.521930789,22.10786361,1.740799453,196,2.708050201,65.8266,28.88674065,1,1,0,1,0,0,0,212800
-121.05,38.97,12,3676,550,1572,510,4.8214,7.207843137,1.078431373,3.082352941,0.149619151,0.324427481,2.338422392,5.662161825,1.817558904,7.364768272,121.05,1.564194656,23.24589796,1.761540783,144,2.564949357,57.8568,34.7518949,1,0,0,1,0,0,0,201900
-121.09,38.97,13,1467,221,688,231,5.2536,6.350649351,0.956709957,2.978354978,0.15064758,0.335755814,2.132267442,5.682092971,1.787615275,7.385968027,121.09,1.763926744,27.60031296,1.833157298,169,2.63905733,68.2968,33.36377143,1,0,0,1,0,0,0,191900
